data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,note_it,note_en,nuovi_deceduti,nuovi_guariti
2020-04-03T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,85,25,110,450,560,4,51,89,70,719,2106,,,7,40
2020-04-04T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,63,23,86,474,560,0,29,106,82,748,2274,,,12,17
2020-04-05T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,96,23,119,457,576,16,34,115,91,782,2390,,,9,9
2020-04-06T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,109,21,130,437,567,-9,23,142,96,805,2590,,,5,27
2020-04-07T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,118,17,135,458,593,26,30,142,100,835,2754,,,4,0
2020-04-08T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,120,20,140,466,606,13,15,142,102,850,2953,,,2,0
2020-04-09T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,118,18,136,473,609,3,18,154,105,868,3142,,,3,12
2020-04-10T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,131,16,147,455,602,-7,11,170,107,879,3328,,,2,16
2020-04-11T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,118,17,135,455,590,-12,23,205,107,902,3464,,,0,35
2020-04-12T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,109,16,125,463,588,-2,19,221,112,921,3510,,,5,16
2020-04-13T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,109,15,124,458,582,-6,6,230,115,927,3614,,,3,9
2020-04-14T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,112,14,126,433,559,-23,20,270,118,947,3726,,,3,40
2020-04-15T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,112,11,123,425,548,-11,11,289,121,958,3894,,,3,19
2020-04-16T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,105,12,117,401,518,-30,13,331,122,971,4159,,,1,42
