data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,note_it,note_en,nuovi_deceduti,nuovi_guariti
2020-02-24T18:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,0,0,0,0,0,0,0,0,0,0,5,,,0,0
2020-02-25T18:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1,0,1,2,3,3,3,0,0,3,5,,,0,0
2020-02-26T18:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1,0,1,2,3,0,0,0,0,3,5,,,0,0
2020-02-27T18:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1,0,1,1,2,-1,1,2,0,4,5,,,0,2
2020-02-28T18:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1,0,1,1,2,0,0,2,0,4,5,,,0,0
2020-02-29T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1,0,1,1,2,0,0,2,0,4,6,,,0,0
2020-03-01T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1,0,1,6,7,5,5,2,0,9,291,,,0,0
2020-03-02T18:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,2,0,2,3,5,-2,-2,2,0,7,307,,,0,0
2020-03-03T18:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,2,0,2,3,5,0,0,2,0,7,307,,,0,0
2020-03-04T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,5,0,5,11,16,11,11,2,0,18,367,,,0,0
2020-03-05T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,5,0,5,11,16,0,0,2,0,18,367,,,0,0
2020-03-06T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,7,0,7,15,22,6,6,2,0,24,367,,,0,0
2020-03-07T18:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,8,0,8,25,33,11,11,2,0,35,643,,,0,0
2020-03-08T18:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,18,0,18,33,51,18,18,2,0,53,791,,,0,0
2020-03-09T18:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,19,0,19,33,52,1,1,2,0,54,836,,,0,0
2020-03-10T18:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,17,2,19,41,60,8,8,2,0,62,955,,,0,0
2020-03-11T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,23,1,24,57,81,21,21,2,0,83,1194,,,0,0
2020-03-12T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,28,5,33,78,111,30,32,2,2,115,1477,,,2,0
2020-03-13T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,37,7,44,82,126,15,15,2,2,130,1950,,,0,0
2020-03-14T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,42,11,53,97,150,24,26,4,2,156,2100,,,0,2
2020-03-15T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,56,15,71,108,179,29,32,7,2,188,2452,,,0,3
2020-03-16T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,75,20,95,108,203,24,25,8,2,213,2653,,,0,1
2020-03-17T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,86,28,114,112,226,23,24,8,3,237,2916,,,1,0
2020-03-18T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,100,29,129,138,267,41,45,12,3,282,3294,,,0,4
2020-03-19T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,143,36,179,142,321,54,58,15,4,340,3961,,,1,3
2020-03-20T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,168,42,210,169,379,58,68,25,4,408,4468,,,0,10
2020-03-21T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,206,48,254,204,458,79,82,26,6,490,4883,,,2,1
2020-03-22T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,220,55,275,321,596,138,140,26,8,630,5580,,,2,0
2020-03-23T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,250,60,310,371,681,85,91,27,13,721,6375,,,5,1
2020-03-24T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,250,60,310,489,799,118,125,27,20,846,7170,,,7,0
2020-03-25T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,259,80,339,597,936,137,148,33,25,994,8312,,,5,6
2020-03-26T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,346,68,414,681,1095,159,170,36,33,1164,9658,,,8,3
