data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,note_it,note_en,nuovi_deceduti,nuovi_guariti
2020-02-24T18:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,0,0,0,0,0,0,0,0,0,0,3,,,0,0
2020-02-25T18:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,0,0,0,0,0,0,0,0,0,0,3,,,0,0
2020-02-26T18:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,0,0,0,0,0,0,0,0,0,0,3,,,0,0
2020-02-27T18:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,0,0,0,0,0,0,0,0,0,0,32,,,0,0
2020-02-28T18:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,0,0,0,0,0,0,0,0,0,0,32,,,0,0
2020-02-29T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,0,0,0,0,0,0,0,0,0,0,43,,,0,0
2020-03-01T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,0,0,0,0,0,0,0,0,0,0,122,,,0,0
2020-03-02T18:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,0,0,0,0,0,0,0,0,0,0,122,,,0,0
2020-03-03T18:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,1,0,1,3,4,4,4,0,0,4,122,,,0,0
2020-03-04T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,1,0,1,4,5,1,1,0,0,5,122,,,0,0
2020-03-05T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,2,0,2,5,7,2,2,0,0,7,122,,,0,0
2020-03-06T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,4,0,4,6,10,3,3,0,0,10,122,,,0,0
2020-03-07T18:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,6,1,7,7,14,4,4,0,0,14,194,,,0,0
2020-03-08T18:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,7,2,9,14,23,9,9,0,0,23,228,,,0,0
2020-03-09T18:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,10,2,12,21,33,10,10,0,0,33,267,,,0,0
2020-03-10T18:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,19,3,22,28,50,17,19,2,0,52,399,,,0,2
2020-03-11T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,28,4,32,42,74,24,25,3,0,77,527,,,0,1
2020-03-12T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,43,5,48,54,102,28,30,4,1,107,593,,,1,1
2020-03-13T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,58,6,64,93,157,55,56,4,2,163,846,,,1,0
2020-03-14T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,68,12,80,119,199,42,43,5,2,206,1006,,,0,1
2020-03-15T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,73,19,92,275,367,168,172,5,6,378,1006,,,4,0
2020-03-16T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,73,19,92,275,367,0,0,5,6,378,1006,nd-IT-0003,nd-EN-0003,0,0
2020-03-17T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,107,22,129,239,368,1,7,10,7,385,1727,,,1,5
2020-03-18T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,141,22,163,273,436,68,70,12,7,455,2187,,,0,2
2020-03-19T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,169,30,199,292,491,55,68,20,12,523,2203,,,5,8
2020-03-20T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,198,34,232,368,600,109,119,29,13,642,2656,,,1,9
2020-03-21T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,233,39,272,448,720,120,140,34,28,782,2656,,,15,5
2020-03-22T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,235,46,281,604,885,165,172,34,35,954,3050,,,7,0
2020-03-23T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,249,46,295,619,914,29,69,68,41,1023,3150,,,6,34
2020-03-24T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,308,49,357,618,975,61,87,79,56,1110,3712,,,15,11
2020-03-25T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,308,65,373,685,1058,83,112,90,74,1222,4114,,,18,11
2020-03-26T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,300,66,366,728,1094,36,75,117,86,1297,4600,,,12,27
2020-03-27T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,341,66,407,757,1164,70,94,125,102,1391,4923,,,16,8
2020-03-28T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,351,72,423,811,1234,70,114,151,120,1505,5561,,,18,26
2020-03-29T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,356,75,431,862,1293,59,89,172,129,1594,5950,,,9,21
2020-03-30T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,353,78,431,926,1357,64,88,178,147,1682,6377,,,18,6
2020-03-31T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,354,80,434,955,1389,32,64,193,164,1746,6973,,,17,15
2020-04-01T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,345,76,421,1062,1483,94,124,214,173,1870,7675,,,9,21
2020-04-02T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,339,78,417,1170,1587,104,133,229,187,2003,8496,,,14,15
2020-04-03T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,343,80,423,1236,1659,72,106,246,204,2109,8993,,,17,17
2020-04-04T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,353,81,434,1319,1753,94,111,257,210,2220,9863,,,6,11
2020-04-05T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,352,80,432,1363,1795,42,65,273,217,2285,10476,,,7,16
2020-04-06T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,354,79,433,1405,1838,43,63,280,230,2348,11130,,,13,7
2020-04-07T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,360,78,438,1452,1890,52,128,342,244,2476,12030,,,14,62
2020-04-08T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,354,77,431,1509,1940,50,126,407,255,2602,13258,,,11,65
2020-04-09T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,345,69,414,1564,1978,38,106,462,268,2708,14338,,,13,55
2020-04-10T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,335,70,405,1589,1994,16,108,547,275,2816,14981,,,7,85
2020-04-11T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,335,62,397,1667,2064,70,154,622,284,2970,16646,,,9,75
2020-04-12T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,322,61,383,1699,2082,18,83,678,293,3053,17797,,,9,56
2020-04-13T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,326,56,382,1698,2080,-2,73,746,300,3126,18586,,,7,68
