data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,note_it,note_en,nuovi_deceduti,nuovi_guariti
2020-03-28T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,95,22,117,452,569,73,94,29,26,624,4225,,,5,16
2020-03-29T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,105,23,128,454,582,13,14,29,27,638,4598,,,1,0
2020-03-30T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,113,24,137,485,622,40,44,32,28,682,4993,,,1,3
2020-03-31T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,113,28,141,516,657,35,40,34,31,722,5257,,,3,2
2020-04-01T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,119,27,146,529,675,18,23,36,34,745,5501,,,3,2
2020-04-02T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,117,24,141,577,718,43,49,36,40,794,5970,,,6,0
2020-04-03T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,122,24,146,598,744,26,31,40,41,825,6478,,,1,4
2020-04-04T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,123,24,147,642,789,45,49,44,41,874,6789,,,0,4
2020-04-05T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,126,25,151,664,815,26,33,49,43,907,7157,,,2,5
2020-04-06T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,123,26,149,670,819,4,15,56,47,922,7521,,,4,7
2020-04-07T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,122,26,148,673,821,2,13,62,52,935,7680,,,5,6
2020-04-08T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,112,31,143,697,840,19,40,76,59,975,8493,,,7,14
2020-04-09T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,106,25,131,745,876,36,51,86,64,1026,8918,,,5,10
2020-04-10T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,107,26,133,743,876,0,37,118,69,1063,9444,,,5,32
2020-04-11T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,113,24,137,751,888,12,28,130,73,1091,10120,,,4,12
2020-04-12T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,109,26,135,768,903,15,22,137,73,1113,10663,,,0,7
2020-04-13T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,107,27,134,780,914,11,15,139,75,1128,11010,,,2,2
2020-04-14T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,107,24,131,769,900,-14,10,158,80,1138,11893,,,5,19
2020-04-15T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,107,26,133,737,870,-30,23,208,83,1161,12395,,,3,50
2020-04-16T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,109,24,133,732,865,-5,3,214,85,1164,12796,,,2,6
